CIK,Ticker,Date,% day,% week,% month,10day Vol,Percent Change,Increased?,flesch reading ease,flesch kincaid,gunning fog,smog index,ARI,coleman,linsear,dale chall,TextBlob,NLTK neg,NLTK neu,NLTK pos
69891,FIZZ,7/16/2015,0.329082682,1.275195393,9.543397779,0.018583759,-7.648794884,0,34.6,15.4,13.2,11.2,18.7,15.1,14.5,6.22,0.063900884,0.041,0.812,0.147
70145,NFG,11/20/2015,-0.430107527,0.322580645,-19.05376344,0.009833188,-0.709219858,0,43.73,11.9,9.6,8.8,14.6,15.26,8.5,6.74,0.070286488,0.032,0.827,0.141
72162,NL,3/12/2015,1.666666667,-0.138888889,-5,0.015547222,-0.646970024,0,36.63,14.6,12.4,11.2,17.4,14.51,8.5,5.85,0.043063136,0.035,0.824,0.141
72331,NDSN,12/15/2015,1.944314823,-10.85705397,-8.057240628,0.021851031,2.121640736,1,41.7,12.7,10.4,11.2,15,14.56,13.5,5.97,0.03803753,0.052,0.832,0.116
72573,MOV,3/31/2015,15.29209622,14.604811,11.8556701,0.022629057,1.77282711,1,39.67,13.4,11.2,11.2,16.5,15.09,8.5,6.11,0.053867552,0.041,0.805,0.155
73887,BRS,5/20/2015,0.483011326,-0.649566955,-3.364423718,0.041027261,20.60085837,1,41.7,12.7,10.4,8.8,15.1,14.33,14,5.87,0.051513906,0.038,0.842,0.121
74046,ODC,10/9/2015,1.490066225,5.794701987,1.324503311,0.007160742,2.050764834,1,43.73,11.9,9.6,8.8,14,14.04,18.5,5.47,0.04872897,0.044,0.823,0.133
74260,ORI,3/2/2015,0,0.983606557,7.868852459,0.017215412,12.72878536,1,40.69,13.1,10.8,11.2,16.1,15.21,18,6.23,0.051729047,0.047,0.833,0.121
75208,OSG,3/24/2015,-3.960156666,1.09762584,-24.752188,0.005647141,-0.394996708,0,31.21,14.6,11.2,11.2,17.5,16.19,14.5,5.98,0.072628022,0.073,0.826,0.102
75288,OXM,3/31/2015,1.065449011,18.20949218,24.10405424,0.030184797,2.469135802,1,33.58,15.8,13.6,11.2,18.9,14.57,7.5,2.23,0.033925381,0.047,0.818,0.134
76267,PKE,5/15/2015,1.640091116,-0.728929385,2.004555809,0.060447698,2.868625277,1,36.63,14.6,12.4,11.2,17.8,15.03,14.5,5.88,0.075404123,0.043,0.815,0.143
76334,PH,8/26/2015,-4.268594632,-11.03298009,-8.121224126,0.010087056,0.317604356,0,38.66,13.8,11.6,11.2,16.6,14.57,13.5,6.23,0.059378322,0.035,0.862,0.103
76605,PATK,3/13/2015,1.017214397,2.034428795,18.81846635,0.017136201,6.761601275,1,39.67,13.4,11.2,11.2,17.2,16.08,11.5,6.37,0.068341446,0.032,0.852,0.116
77159,PVA,7/15/2015,-0.869565217,18.26086957,#N/A,0.449433773,3.641346907,1,41.7,12.7,10.4,11.2,15.8,15.08,5.5,5.95,0.055220218,0.031,0.819,0.15
77449,PBY,4/16/2015,-1.366742597,-10.25056948,-7.744874715,0.047949739,-3.06122449,0,40.69,13.1,10.8,11.2,15.5,14.34,14.5,5.9,0.033646839,0.052,0.813,0.135
77476,PEP,2/12/2015,0,2.818590705,3.378310845,0.023674176,-2.383654938,0,44.75,11.5,9.2,8.8,14,15.03,7,6.05,0.064419534,0.036,0.838,0.125
78239,PVH,4/1/2015,1.696662917,2.962129734,0.571803525,0.007706837,-1.264940239,0,41.7,12.7,10.4,11.2,15.7,15.43,5.5,5.93,0.050934472,0.047,0.813,0.14
78460,PNY,12/23/2015,0.472854641,0.315236427,-1.138353765,0.005673861,0.853978979,0,37.64,14.2,12,11.2,16.6,14.45,18.5,5.86,0.064437595,0.034,0.819,0.147
78749,AGYS,7/30/2015,0.610500611,-12.82051282,-11.35531136,0.004096189,-0.489339392,0,39.67,13.4,11.2,11.2,16,14.86,8.5,5.85,0.045276581,0.045,0.809,0.146
78890,BCO,3/5/2015,-0.434782609,-2.31884058,15.65217391,0.025726412,2.916160389,1,35.27,13.1,9.6,11.2,15.2,15.84,9,6.05,0.070575585,0.048,0.804,0.148
79282,BRO,3/2/2015,0,-3.25203252,3.689806129,0.009957276,-1.234567901,0,45.76,11.1,8.8,8.8,13.2,14.27,10.5,5.71,0.042780953,0.038,0.832,0.13
80035,PLPC,3/12/2015,-1.792196007,-5.5353902,-7.962794918,0.00422181,-0.281162137,0,41.7,12.7,10.4,11.2,15.9,15.66,11,6.07,0.067091489,0.048,0.821,0.131
80424,PG,8/7/2015,-0.555629052,-2.698769679,-7.434845879,0.01066076,-0.204359673,0,44.75,11.5,9.2,8.8,14.1,14.97,14,6.06,0.048979018,0.037,0.841,0.122
80661,PGR,3/2/2015,0,0.112654901,4.393541119,0.012787092,0.844996039,0,27.49,18.1,16,11.2,21.3,14.28,8.5,2.43,0.042551346,0.034,0.801,0.165
81157,PGI,3/31/2015,0.845665962,0.105708245,-2.748414376,0.005995818,-1.107419712,0,35.61,15,12.8,11.2,18.1,14.63,8.5,5.84,0.056534999,0.051,0.798,0.151
81955,RAND,3/13/2015,-0.00245104,1.958381333,2.451040467,0.010653099,0,0,49.15,11.9,10.8,8.8,15.2,14.34,6,6.46,0.073643734,0.031,0.831,0.139
82020,USLM,3/6/2015,1.303333333,-8.380952381,-14.41269841,0.008096422,0.126394052,0,42.72,12.3,10,11.2,15.3,15.08,14,6.19,0.07093011,0.038,0.808,0.154
82166,RAVN,3/27/2015,-0.193986421,-1.600387973,-1.212415131,0.015271604,0.587674714,0,42.72,12.3,10,8.8,15.3,15.2,6,6.27,0.04713745,0.045,0.821,0.135
82811,RBC,3/4/2015,-0.50955414,-0.292993631,11.51592357,0.018882555,0.145137881,0,37.3,12.3,8.8,8.8,14.7,15.89,8,6.2,0.072812091,0.044,0.829,0.126
83402,REXI,3/13/2015,3.336921421,2.583423036,4.843918192,0.006798164,-1.142566967,0,43.73,11.9,9.6,8.8,14.7,15.43,9,5.97,0.057503034,0.046,0.812,0.141
85408,RDC,3/2/2015,0,-12.34911792,0.789229341,0.021958457,-0.647249191,0,50.16,11.5,10.4,8.8,14.4,13.87,11,5.55,0.074375157,0.044,0.796,0.16
85535,RGLD,8/6/2015,0,-0.238568589,-24.09542744,0.031575763,0,0,38.66,13.8,11.6,11.2,16.4,14.57,7,6.22,0.0471552,0.058,0.816,0.126
86115,SFE,3/6/2015,0,-2.267699115,-4.092920354,0.012074872,2.366381069,1,50.16,11.5,10.4,8.8,14.9,14.39,7,5.91,0.037033367,0.037,0.844,0.119
86312,TRV,2/12/2015,1.113379106,1.224717016,1.688624977,0.006106191,-1.140684411,0,42.72,12.3,10,8.8,14.9,14.91,11,5.96,0.063825516,0.043,0.814,0.144
87050,NEON,3/12/2015,1.869158879,0.62305296,17.13395639,0.007237737,0.213417463,0,36.63,14.6,12.4,11.2,18.2,15.61,6,1.98,0.052356873,0.066,0.792,0.143
87565,SHLM,10/20/2015,-0.373432915,0.293411576,12.88343558,0.034150807,-15.88785047,0,42.72,12.3,10,8.8,15.2,14.91,27.5,6.08,0.036654638,0.042,0.836,0.121
88205,SPW,2/23/2015,#N/A,#N/A,#N/A,0.009393269,-3.847181405,0,43.73,11.9,9.6,11.2,14.9,15.61,11,5.92,0.051797817,0.046,0.811,0.143
88790,IIN,3/6/2015,1.515151515,6.691919192,5.366161616,0,0,0,42.72,12.3,10,11.2,15.2,15.08,7.5,5.65,0.061199206,0.043,0.811,0.146
88941,SMTC,3/30/2015,0,-6.464872945,-8.333333333,0.02354907,2.290076336,1,38.66,13.8,11.6,11.2,16.7,15.15,11,6.38,0.046728345,0.042,0.83,0.128
88948,SENEA,6/9/2015,-0.102774923,3.031860226,1.336073998,0.012460912,-1.424343322,0,40.69,13.1,10.8,11.2,16.1,15.32,11.5,5.98,0.067322735,0.053,0.811,0.137
90185,SIAL,2/12/2015,0.15186578,0.47729245,0.585768007,0.006359166,0,0,42.72,12.3,10,8.8,14.8,14.5,11.5,6.25,0.047819334,0.035,0.831,0.133
90896,SKY,8/26/2015,-0.895522388,3.358208955,6.674626866,0.00099855,0.007236414,0,40.69,13.1,10.8,11.2,16.2,15.55,6,6.35,0.040828623,0.048,0.815,0.136
91419,SJM,6/25/2015,-1.056590258,-1.146131805,-7.808022923,0.019327032,2.960887048,1,44.07,13.8,12.8,11.2,17.7,14.16,11,6.11,0.018389814,0.027,0.828,0.146
91440,SNA,2/12/2015,0.892048226,5.331381978,5.826189978,0.005691053,-0.96687556,0,39.67,13.4,11.2,11.2,15.8,14.51,14,5.98,0.055317859,0.042,0.82,0.139
91767,SON,8/26/2015,-2.017067494,-7.525213344,-4.163434187,0.020335952,1.842123695,1,45.76,11.1,8.8,8.8,14.2,15.6,11,5.69,0.046412156,0.04,0.827,0.133
92103,SCE,2/24/2015,-2.222222222,-2.222222222,#N/A,0.015247375,3.526315789,1,42.72,12.3,10,11.2,15,14.97,14,5.73,0.039717609,0.051,0.812,0.137
92122,SO,3/2/2015,0,-1.048034934,-10.58951965,0.043050519,-0.869565217,0,32.22,14.2,10.8,11.2,16.5,16.02,7,5.95,0.0361436,0.044,0.821,0.134
92380,LUV,2/11/2015,1.664417454,2.136752137,9.01934323,0.009983198,0.624024961,0,41.7,12.7,10.4,11.2,15.8,15.32,6,1.4,0.040727656,0.034,0.833,0.133
93676,SCX,8/25/2015,#N/A,-4.496753247,-6.883116883,0.015812636,-0.639561444,0,40.69,13.1,10.8,11.2,16,14.97,13.5,5.85,0.071674797,0.043,0.824,0.132
95052,RDEN,8/10/2015,0,-6.545820745,-23.06143001,0.020381692,3.178807947,1,43.73,11.9,9.6,8.8,14,14.27,7,6.34,0.055252162,0.044,0.819,0.137
95521,SVU,4/28/2015,-3.523809524,-6,-8.666666667,0.013072102,1.453790239,1,40.69,13.1,10.8,11.2,15.9,14.97,7,5.69,0.032900371,0.042,0.826,0.132
95552,SUP,3/12/2015,-3.968697596,-7.210732253,-8.328675238,2.945279116,-16.44859813,0,35.61,15,12.8,11.2,18.1,14.86,11,5.99,0.047621263,0.047,0.825,0.128
96793,SSY,9/25/2015,-3.03030303,-3.03030303,4.242424242,0.020707045,5.360134003,1,44.75,11.5,9.2,8.8,14,14.74,13.5,5.78,0.042598917,0.045,0.834,0.121
96885,TIK,6/25/2015,-1.998368679,6.199021207,8.646003263,0.039398296,-4.142011834,0,39.67,13.4,11.2,11.2,17,15.9,11,6.17,0.046334884,0.056,0.84,0.104
97745,TMO,3/5/2015,0.506445672,-0.337630448,2.984960098,0.047121635,-13.05057096,0,49.15,11.9,10.8,8.8,14.9,13.81,11,6.37,0.058209581,0.034,0.842,0.124
98246,TIF,3/20/2015,-2.741373091,-3.655164122,-6.865456294,0.009291781,-0.294825045,0,38.66,13.8,11.6,11.2,16.6,15.03,13.5,5.92,0.054397173,0.047,0.807,0.146
98362,TKR,3/2/2015,0,2.635228849,11.71983356,0.016667892,1.586198912,1,40.69,13.1,10.8,11.2,15.8,15.03,7,6,0.0519195,0.039,0.808,0.153
100493,TSN,11/23/2015,0,4.933628319,-2.876106195,0.008470236,-1.218390805,0,44.75,11.5,9.2,8.8,14.3,15.2,11,5.84,0.021621083,0.04,0.835,0.125
100591,AGX,4/16/2015,0.538548753,-5.130385488,5.980725624,0.035450939,2.079434394,1,38.66,13.8,11.6,11.2,16.6,14.86,7,5.84,0.051560478,0.042,0.805,0.154
100726,UFI,9/3/2015,1.732501733,0.138600139,-5.509355509,0.033731959,-9.032076533,0,38.66,13.8,11.6,11.2,16.6,15.03,11,6.13,0.056831749,0.039,0.826,0.135
100826,UEP,3/2/2015,#N/A,#N/A,#N/A,0.01744832,-0.835654596,0,41.7,12.7,10.4,8.8,15.4,14.68,8.5,5.92,0.038404163,0.048,0.822,0.13
100885,UNP,2/6/2015,1.308943089,3.089430894,8,0.094241376,0,0,31.21,14.6,11.2,11.2,16.8,15.67,9,5.61,0.037704122,0.039,0.819,0.142
101295,UG,3/26/2015,-0.244683259,-1.861532989,-8.867881819,0.014166683,-2.767602768,0,36.63,14.6,12.4,11.2,17.5,14.92,14,6.09,0.038528719,0.047,0.818,0.135
101594,USEG,3/12/2015,1.538461538,-3.846153846,-17.69230769,0.035128414,1.44153764,1,39.67,13.4,11.2,8.8,15.9,14.63,13.5,6.77,0.0588096,0.026,0.856,0.118
101778,MRO,3/2/2015,0,-1.154817755,2.345723565,1.634185799,490.3225806,1,42.72,12.3,10,8.8,14.5,14.33,14,5.97,0.041871926,0.044,0.829,0.127
101829,UTX,2/5/2015,-0.414341282,1.166920345,5.065110773,0.013771841,0.252981569,0,39.67,13.4,11.2,11.2,16.5,14.97,9,5.97,0.025952327,0.051,0.82,0.128
101984,UEIC,3/6/2015,-1.786358715,-0.360880549,-16.47419704,0.01319696,1.714916377,1,36.63,14.6,12.4,11.2,18,15.03,12.5,6,0.032670219,0.034,0.837,0.129
102109,UUU,8/25/2015,-0.552486188,-4.23572744,-13.3038674,0.020794119,0.537056928,0,41.7,12.7,10.4,8.8,15.1,14.79,10.5,6.28,0.061639749,0.049,0.814,0.136
102212,UVSP,3/9/2015,#N/A,#N/A,#N/A,0.018124049,-6.227106227,0,38.66,13.8,11.6,11.2,16.5,14.86,10.5,6.44,0.052346579,0.054,0.816,0.13
102741,VAL,12/18/2015,-1.700680272,-0.376579203,1.700680272,0.006596238,-1.404786681,0,41.7,12.7,10.4,11.2,15.8,15.26,8.5,5.89,0.073000855,0.049,0.79,0.162
102752,VSEC,3/6/2015,-2.141057935,-101.7128463,7.795969773,0.008891311,-0.956532268,0,42.72,12.3,10,11.2,15.4,15.37,6.5,6.19,0.04462581,0.051,0.82,0.129
103379,VFC,3/3/2015,0.247653806,0.625651721,10.94890511,0.545265337,-49.46947947,0,41.7,12.7,10.4,11.2,15.7,15.37,14,6.34,-0.000355595,0.038,0.835,0.128
104169,WMT,4/1/2015,-0.13368984,-0.984443364,-1.956733106,0.007481635,-0.970999482,0,42.72,12.3,10,11.2,15.2,15.2,19,5.95,0.070925762,0.036,0.832,0.131
104894,WRE,3/2/2015,0,0,-1.372756072,0.010646922,-1.848024316,0,40.69,13.1,10.8,11.2,15.9,15.03,13.5,6.05,0.050455355,0.043,0.835,0.122
104897,WSCI,11/4/2015,-2.821110092,-3.002282299,-27.05583398,0.009965189,-0.946704067,0,40.69,13.1,10.8,11.2,15.6,14.51,14.5,5.85,0.051852175,0.057,0.793,0.15
105076,WPP,3/2/2015,0,1.388888889,-8.867521368,0.017770852,-3.448275862,0,52.19,10.7,9.6,8.8,14.1,14.21,8,6.47,0.046605433,0.043,0.838,0.119
105319,WTW,5/13/2015,2.455661664,-16.64392906,-10.64120055,0.01591783,-0.216450217,0,45.76,11.1,8.8,8.8,14.1,15.19,11.5,6.03,0.041345628,0.047,0.802,0.151
105418,WMK,3/13/2015,1.962338949,1.288404361,6.798810704,0.030523985,-1.36425648,0,51.18,11.1,10,8.8,14.3,14.16,8.5,5.77,0.054293208,0.044,0.836,0.121
105744,GBR,3/31/2015,-24.28571429,-16.66666667,30.47619048,0.007277094,-0.65528197,0,37.64,14.2,12,11.2,17.4,15.38,9,5.87,0.058505751,0.033,0.855,0.112
106040,WDC,8/21/2015,-2.104729301,-3.43603398,0.228223659,0.07400632,-5.118018229,0,41.7,12.7,10.4,8.8,14.5,13.92,18,6.53,0.056032247,0.035,0.844,0.121
106455,WLB,3/6/2015,-0.831758034,-9.565217391,-4.461247637,0.012137154,-3.596941973,0,39.67,13.4,11.2,11.2,16.4,14.92,13.5,6.13,0.045363489,0.056,0.801,0.143
106532,WEYS,3/11/2015,-0.864553314,-3.061959654,1.008645533,0.016848073,-3.830266617,0,42.72,12.3,10,11.2,14.7,14.74,8,5.81,0.047118981,0.049,0.828,0.124
107687,WGO,10/27/2015,0,-0.534499514,7.482993197,0.011305267,3.630481668,1,44.75,11.5,9.2,8.8,13.8,14.74,8,6.08,0.049746422,0.044,0.826,0.13
108312,WWD,11/12/2015,-2.674368849,-1.62601626,3.936670946,0.020202682,1.929570671,1,42.72,12.3,10,8.8,14.5,14.56,8.5,6.25,0.04676782,0.036,0.84,0.125
108516,WOR,7/30/2015,2.652705061,3.734729494,-7.853403141,0.022609553,-2.58037225,0,36.63,14.6,12.4,11.2,17.9,15.26,11.5,6.05,0.060242163,0.039,0.82,0.141
108985,YORW,3/10/2015,-1.050228311,-5.844748858,-9.497716895,0.025569083,-5.450733753,0,41.7,12.7,10.4,11.2,15.6,15.26,11.5,5.7,0.051754996,0.044,0.822,0.134
109177,HRG,11/20/2015,4.05982906,8.618233618,7.905982906,0.011298756,1.038843722,1,41.7,12.7,10.4,8.8,15.1,14.62,8,6.24,0.033238606,0.044,0.819,0.137
109198,TJX,3/31/2015,0.511654349,1.59181353,2.274019329,0.013605276,-0.358680057,0,40.69,13.1,10.8,11.2,15.8,14.97,11.5,1.69,0.067187458,0.051,0.793,0.156
109563,AIT,8/26/2015,-0.766378245,#N/A,7.663782447,0.007041332,-2.156946218,0,42.04,14.6,13.6,11.2,18.2,14.11,11,2.22,0.033985293,0.036,0.822,0.142
110471,WWW,3/3/2015,0.552486188,2.957426064,8.449788755,0.011557112,4.230672375,1,44.75,11.5,9.2,8.8,14.6,15.66,13.5,6.02,0.05729097,0.043,0.83,0.128
110621,RPM,7/27/2015,0,-4.950936664,-11.30686887,0.007415178,-1.587815943,0,39.67,13.4,11.2,11.2,16.3,14.8,11,5.79,0.051621919,0.04,0.793,0.167
201461,CYN,4/27/2015,0,0.287539936,5.591054313,0.008368319,3.007351303,1,43.73,11.9,9.6,11.2,15.1,15.55,19,5.99,0.05037005,0.045,0.826,0.13
202058,HRS,8/31/2015,0,3.994293866,-7.31422643,0.002760468,0.319863525,0,43.73,11.9,9.6,8.8,14.9,15.66,6,5.6,0.068818407,0.05,0.787,0.163
202947,CPI,3/13/2015,#N/A,#N/A,#N/A,0.019917349,-2.837802656,0,38.66,13.8,11.6,11.2,17.4,15.84,9,5.96,0.047826875,0.042,0.817,0.142
215419,CKP,11/4/2015,-8.583690987,-4.43490701,-2.43204578,0.004643313,-0.412382739,0,47.12,12.7,11.6,8.8,15.9,14.1,10.5,6.32,0.029196677,0.022,0.878,0.101
216539,MEG,3/2/2015,0,-13.29751511,3.492276696,0.075176534,-16.23376623,0,45.76,11.1,8.8,8.8,14,14.96,9,5.77,0.055586315,0.044,0.812,0.144
225263,NEWP,3/4/2015,0.2,-0.35,7,0.025039703,-1.798800799,0,39.67,13.4,11.2,11.2,15.9,14.8,11,6.05,0.062962755,0.034,0.829,0.137
225648,CVA,3/2/2015,0,1.616628176,5.635103926,0.004167244,-1.044256589,0,40.69,13.1,10.8,11.2,16,15.26,11,5.95,0.056392497,0.054,0.815,0.131
275053,NATR,3/13/2015,2.340597256,-0.887812752,-13.23648103,0.007955579,-0.505050505,0,40.69,13.1,10.8,11.2,16.3,15.32,11,5.8,0.039403605,0.055,0.8,0.145
277058,UWN,7/27/2015,0,-10.11904762,-1.19047619,0.015080933,-0.882117081,0,36.63,14.6,12.4,11.2,17.5,14.45,8.5,5.78,0.036554205,0.039,0.836,0.125
277375,DGAS,8/25/2015,1.659346022,1.795998048,1.903367496,0.011163724,-10.17964072,0,42.72,12.3,10,8.8,14.8,14.56,7,6.34,0.068575057,0.04,0.832,0.128
277509,FSS,3/2/2015,0,6.352941176,9.705882353,0.001528691,-0.936883629,0,40.69,13.1,10.8,11.2,16.1,15.44,13.5,6.27,0.050831974,0.037,0.796,0.167
277595,EGN,3/2/2015,0,-3.043881335,-0.525339926,0.013136301,-7.669441141,0,46.78,10.7,8.4,8.8,13,14.38,8.5,5.61,0.048260819,0.051,0.804,0.146
278130,PIR,4/28/2015,#N/A,0.69124424,-9.139784946,0.015649959,1.352401679,1,40.69,13.1,10.8,11.2,16.1,15.21,18,5.8,0.054421646,0.037,0.809,0.153
278166,CVCO,7/24/2015,-4.056362084,-6.746370623,-7.699971534,0.010036836,-3.144171779,0,42.72,12.3,10,8.8,15.1,14.85,11,6.01,0.045981864,0.035,0.823,0.143
310354,SXI,8/27/2015,-1.309539094,6.124021055,4.044164848,0.010673693,1.313910311,1,31.21,14.6,11.2,11.2,17.1,16.08,11,6.17,0.066362501,0.048,0.821,0.131
310568,MSCC,11/12/2015,-0.053951983,-0.269759914,5.799838144,0.034029051,2.377260982,1,39.67,13.4,11.2,11.2,16.2,14.8,8.5,6.15,0.06032281,0.042,0.816,0.143
310764,SYK,2/12/2015,0.567148208,0.385232745,-1.294810059,0.02278036,-4.163287375,0,33.24,13.8,10.4,11.2,15.8,15.43,11,6.12,0.053561177,0.055,0.806,0.139
311094,WABC,3/2/2015,#N/A,#N/A,#N/A,0.008271617,1.667383821,1,32.57,16.2,14,11.2,19.1,14.46,7,6.05,0.037508302,0.036,0.821,0.143
311817,HMG,3/31/2015,-0.743187448,-5.945499587,1.32122213,0.006716093,-0.850379223,0,31.21,14.6,11.2,11.2,17.4,16.08,11,6.27,0.049901463,0.061,0.785,0.154
312257,IVFH,3/31/2015,1.398601399,-10.48951049,-13.28671329,0.025602038,0.599173554,0,42.72,12.3,10,8.8,14.8,14.74,11,6.2,0.030865764,0.036,0.816,0.148
313364,MTR,3/31/2015,-2.666666667,9.433777778,-11.6,0.048022631,-0.142857143,0,49.15,11.9,10.8,8.8,14.8,13.81,12,6.11,0.04449954,0.036,0.819,0.145
313478,HEC,3/3/2015,#N/A,#N/A,#N/A,0.029909904,-9.299774266,0,38.66,13.8,11.6,11.2,16.8,14.74,7,6.37,0.037784025,0.034,0.793,0.172
313716,HDNG,3/12/2015,1.337502171,-1.52857391,-0.312662845,0.038459566,0,0,41.7,12.7,10.4,11.2,15,14.56,11,6.03,0.034765147,0.049,0.838,0.112
314489,BUSE,3/10/2015,0.470219436,0.78369906,-1.880877743,0.011952177,0.436681223,0,42.72,12.3,10,8.8,14.1,14.04,6.5,5.87,0.051885283,0.034,0.831,0.134
314808,ESV,3/2/2015,0,-20.86597938,-17.69072165,0.962213434,-1.085271318,0,40.69,13.1,10.8,11.2,15.7,14.85,8,5.98,0.077805955,0.057,0.798,0.145
315131,PHX,12/10/2015,-3.573591763,-10.41792853,-16.65657177,0.028785285,1.556583929,1,41.7,12.7,10.4,11.2,15.4,14.79,9,5.64,0.064652016,0.058,0.819,0.124
315189,DE,12/18/2015,-2.445403426,-1.67385903,3.164639728,0.028860256,-5.431502716,0,38.66,13.8,11.6,11.2,17.2,15.38,8.5,6.22,0.048227434,0.042,0.815,0.143
315545,PVCT,3/12/2015,6.666666667,7.777777778,8.888888889,0.015090705,-1.560265245,0,33.24,13.8,10.4,11.2,16.5,16.13,7,6.08,0.048994415,0.045,0.818,0.137
315849,SGB,3/31/2015,2.132352941,-2.058823529,-5.514705882,0.025082573,-0.072604066,0,40.69,13.1,10.8,8.8,15.6,14.68,11,6.03,0.048962504,0.048,0.826,0.126
316736,FPP,3/30/2015,0,-15.25423729,-62.71186441,0.01624891,1.264880952,1,41.7,12.7,10.4,11.2,15.9,15.43,6.5,6.2,0.057781559,0.048,0.815,0.138
317540,COKE,3/13/2015,#N/A,4.711447493,5.610217597,0.034543292,-17.49166667,0,38.66,13.8,11.6,11.2,16.6,14.92,13.5,6.32,0.051155131,0.04,0.83,0.13
318833,TISI,8/7/2015,0.793475865,4.606568217,5.488208067,0.017269484,1.333583772,1,42.72,12.3,10,8.8,15,14.97,14.5,5.7,0.036062148,0.042,0.824,0.134
319201,KLAC,8/7/2015,-1.953200541,1.179655773,-7.116611874,0.012620345,1.996489688,1,43.73,11.9,9.6,8.8,14.7,15.03,11,6.29,0.065455554,0.05,0.836,0.114
319458,ASPN,3/19/2015,2.097902098,-6.573426573,-16.08391608,0.01111602,4.234841193,1,37.64,14.2,12,11.2,17.7,15.44,11,6.06,0.065608875,0.06,0.801,0.139
319655,SJT,3/2/2015,#N/A,-6.474313863,1.829697396,0.029976809,-5.832147937,0,38.66,13.8,11.6,8.8,16,14.28,9,6.31,0.051695251,0.044,0.817,0.139
319815,MXWL,2/12/2015,-0.152671756,-21.98473282,-31.75572519,0.019152779,-0.643776824,0,47.12,12.7,11.6,8.8,16.2,14.28,11,6.41,0.048016535,0.033,0.802,0.165
320187,NKE,7/23/2015,50.70742358,1.519650655,53.18777293,0.054847278,0.310077519,0,40.69,13.1,10.8,11.2,16,15.2,11,6.1,0.057425912,0.056,0.808,0.136
320193,AAPL,10/28/2015,1.854140284,3.044817958,3.172390566,0.368965053,98.08906031,1,35.61,15,12.8,11.2,17.8,14.57,11,5.91,0.042561393,0.04,0.823,0.138
350698,AN,2/11/2015,0.326289621,2.34617775,8.452454941,0.020276522,5.220427761,1,39.67,13.4,11.2,11.2,17,15.67,8.5,6.13,0.07649335,0.054,0.816,0.129
350737,OBCI,3/31/2015,-6.823529412,-7.058823529,-17.41411765,0.021172141,-1.627402356,0,41.7,12.7,10.4,11.2,16.1,15.49,14,5.91,0.054144965,0.046,0.822,0.133
350797,EV,12/18/2015,-1.418663304,-5.674653216,-15.95208071,0.033674427,-12.93103448,0,40.69,13.1,10.8,11.2,16.3,15.61,18.5,6.56,0.026433232,0.038,0.834,0.127
350846,STS,2/27/2015,-0.722021661,-0.180505415,-0.722021661,0.022355073,-0.439009094,0,42.72,12.3,10,11.2,15.2,15.32,5.5,5.52,0.072685059,0.037,0.798,0.165
350852,CTBI,3/13/2015,2.757189446,5.128965313,4.506374148,0.004398809,0.261870504,0,43.73,11.9,9.6,8.8,13.9,14.45,11,6.27,0.055890985,0.042,0.804,0.154
350868,ITI,6/18/2015,0,-1.704545455,-0.568181818,0.008023783,-1.248142645,0,42.72,12.3,10,11.2,15.4,15.32,11,6.03,0.069468002,0.052,0.788,0.16
351817,SFY,3/2/2015,0.615911035,0.958083832,6.792130026,0.008237389,0,0,39.67,13.4,11.2,11.2,17,15.96,5.5,6.23,0.05871276,0.042,0.824,0.134
351834,STKL,3/4/2015,-6.109979633,-18.94093686,-7.128309572,0.003770035,-0.99247091,0,41.7,12.7,10.4,8.8,15.1,14.27,11,6.06,0.048382111,0.046,0.797,0.157
351998,DAIO,3/27/2015,5.149051491,9.756097561,14.49322493,0.017677464,2.395833333,1,39.67,13.4,11.2,11.2,16.8,15.73,11,6.08,0.052515642,0.041,0.83,0.13
352049,TE,3/31/2015,0.925449872,-2.467866324,-0.462724936,0.023566153,5.428571429,1,40.69,13.1,10.8,11.2,16.3,15.61,8,6.77,0.059852158,0.051,0.837,0.111
352363,FNP,3/3/2015,#N/A,#N/A,#N/A,0.010293563,0.102459016,0,36.63,14.6,12.4,11.2,18.4,15.96,7,2.06,0.002418705,0.031,0.84,0.13
352825,FSTR,3/3/2015,5.846153846,5.307692308,8.615384615,0.032718753,1.993355482,1,41.7,12.7,10.4,11.2,15.6,14.74,7.5,5.81,0.056025935,0.042,0.814,0.144
353184,AIRT,6/8/2015,0,0.715746421,-2.249488753,0.014018622,-20.50294058,0,41.7,12.7,10.4,8.8,15.5,15.2,11,6.16,0.05962122,0.046,0.817,0.137
354647,CVBF,3/11/2015,-0.450740502,-0.0643915,-1.738570509,0.020198556,2.546419098,1,39.67,13.4,11.2,8.8,15.9,14.8,11,6.34,0.042849102,0.043,0.829,0.128
354707,HE,11/16/2015,0,2.257728378,-2.570336923,0.006604961,4.005167959,1,41.7,12.7,10.4,11.2,15.3,14.45,11,5.65,0.053774097,0.063,0.789,0.148
354950,HD,3/26/2015,-2.293577982,-2.514114326,-3.652081863,0.01400685,-1.820054945,0,39.67,13.4,11.2,11.2,16.1,14.97,6.5,5.58,0.052631923,0.043,0.811,0.146
355019,FONR,9/29/2015,#N/A,#N/A,#N/A,0.00950133,0.158339198,0,42.72,12.3,10,8.8,14.8,14.5,11,6.11,0.048563001,0.037,0.826,0.137
